Ave,Codigo,Especie
4577,2,Frango
4578,1,Pato
4579,1,Pato
4580,4,Ganso
4581,2,Frango
4582,5,Marreco
4583,1,Pato
4584,2,Frango
4585,1,Pato
4586,3,Peru
4587,2,Frango
4588,2,Frango
4589,5,Marreco
4590,2,Frango
4591,5,Marreco
4592,5,Marreco
4593,4,Ganso
4594,1,Pato
4595,2,Frango
4596,5,Marreco
4597,2,Frango
4598,5,Marreco
4599,4,Ganso
4600,2,Frango
4601,1,Pato
4602,2,Frango
4603,4,Ganso
4604,1,Pato
4605,2,Frango
4606,1,Pato
4607,2,Frango
4608,4,Ganso
4609,1,Pato
4610,1,Pato
4611,4,Ganso
4612,2,Frango
4613,4,Ganso
4614,4,Ganso
4615,1,Pato
4616,2,Frango
4617,2,Frango
4618,1,Pato
4619,2,Frango
4620,5,Marreco
4621,1,Pato
4622,1,Pato
4623,3,Peru
4624,4,Ganso
4625,1,Pato
4626,4,Ganso
4627,1,Pato
4628,3,Peru
4629,3,Peru
4630,2,Frango
4631,4,Ganso
4632,1,Pato
4633,4,Ganso
4634,2,Frango
4635,1,Pato
4636,3,Peru
4637,3,Peru
4638,2,Frango
4639,1,Pato
4640,5,Marreco
4641,5,Marreco
4642,1,Pato
4643,5,Marreco
4644,4,Ganso
4645,2,Frango
4646,4,Ganso
4647,5,Marreco
4648,1,Pato
4649,5,Marreco
4650,3,Peru
4651,2,Frango
4652,1,Pato
4653,2,Frango
4654,2,Frango
4655,5,Marreco
4656,1,Pato
4657,4,Ganso
4658,5,Marreco
4659,3,Peru
4660,5,Marreco
4661,3,Peru
4662,1,Pato
4663,5,Marreco
4664,1,Pato
4665,5,Marreco
4666,2,Frango
4667,1,Pato
4668,1,Pato
4669,2,Frango
4670,1,Pato
4671,2,Frango
4672,4,Ganso
4673,4,Ganso
4674,2,Frango
4675,1,Pato
4676,3,Peru
4677,2,Frango
4678,5,Marreco
4679,4,Ganso
4680,3,Peru
4681,4,Ganso
4682,4,Ganso
4683,2,Frango
4684,5,Marreco
4685,4,Ganso
4686,5,Marreco
4687,1,Pato
4688,4,Ganso
4689,4,Ganso
4690,5,Marreco
4691,1,Pato
4692,2,Frango
4693,1,Pato
4694,4,Ganso
4695,2,Frango
4696,3,Peru
4697,4,Ganso
4698,5,Marreco
4699,1,Pato
4700,3,Peru
4701,4,Ganso
4702,2,Frango
4703,3,Peru
4704,1,Pato
4705,5,Marreco
4706,4,Ganso
4707,4,Ganso
4708,1,Pato
4709,5,Marreco
4710,4,Ganso
4711,1,Pato
4712,1,Pato
4713,3,Peru
4714,2,Frango
4715,4,Ganso
4716,2,Frango
4717,1,Pato
4718,4,Ganso
4719,1,Pato
4720,3,Peru
4721,5,Marreco
4722,1,Pato
4723,1,Pato
4724,4,Ganso
4725,4,Ganso
4726,2,Frango
4727,2,Frango
4728,4,Ganso
4729,2,Frango
4730,2,Frango
4731,5,Marreco
4732,5,Marreco
4733,4,Ganso
4734,5,Marreco
4735,1,Pato
4736,5,Marreco
4737,3,Peru
4738,1,Pato
4739,5,Marreco
4740,5,Marreco
4741,3,Peru
4742,3,Peru
4743,1,Pato
4744,3,Peru
4745,5,Marreco
4746,4,Ganso
4747,4,Ganso
4748,2,Frango
4749,5,Marreco
4750,3,Peru
4751,2,Frango
4752,4,Ganso
4753,1,Pato
4754,4,Ganso
4755,1,Pato
4756,5,Marreco
4757,5,Marreco
4758,5,Marreco
4759,3,Peru
4760,5,Marreco
4761,3,Peru
4762,5,Marreco
4763,4,Ganso
4764,4,Ganso
4765,4,Ganso
4766,2,Frango
4767,1,Pato
4768,3,Peru
4769,2,Frango
4770,4,Ganso
4771,3,Peru
4772,3,Peru
4773,3,Peru
4774,2,Frango
4775,4,Ganso
4776,4,Ganso
4777,3,Peru
4778,3,Peru
4779,2,Frango
4780,5,Marreco
4781,2,Frango
4782,1,Pato
4783,2,Frango
4784,1,Pato
4785,5,Marreco
4786,2,Frango
4787,1,Pato
4788,5,Marreco
4789,4,Ganso
4790,4,Ganso
4791,4,Ganso
4792,1,Pato
4793,5,Marreco
4794,5,Marreco
4795,5,Marreco
4796,5,Marreco
4797,5,Marreco
4798,1,Pato
4799,1,Pato
4800,5,Marreco
4801,5,Marreco
4802,2,Frango
4803,4,Ganso
4804,3,Peru
4805,5,Marreco
4806,2,Frango
4807,5,Marreco
4808,4,Ganso
4809,1,Pato
4810,5,Marreco
4811,1,Pato
4812,5,Marreco
4813,5,Marreco
4814,2,Frango
4815,5,Marreco
4816,3,Peru
4817,2,Frango
4818,3,Peru
4819,5,Marreco
4820,1,Pato
4821,3,Peru
4822,5,Marreco
4823,3,Peru
4824,4,Ganso
4825,4,Ganso
4826,2,Frango
4827,3,Peru
4828,3,Peru
4829,4,Ganso
4830,2,Frango
4831,2,Frango
4832,3,Peru
4833,5,Marreco
4834,1,Pato
4835,5,Marreco
4836,4,Ganso
4837,5,Marreco
4838,3,Peru
4839,3,Peru
4840,1,Pato
4841,2,Frango
4842,4,Ganso
4843,5,Marreco
4844,2,Frango
4845,1,Pato
4846,3,Peru
4847,1,Pato
4848,1,Pato
4849,4,Ganso
4850,2,Frango
4851,5,Marreco
4852,1,Pato
4853,5,Marreco
4854,5,Marreco
4855,5,Marreco
4856,2,Frango
4857,1,Pato
4858,4,Ganso
4859,4,Ganso
4860,4,Ganso
4861,2,Frango
4862,3,Peru
4863,5,Marreco
4864,3,Peru
4865,1,Pato
4866,4,Ganso
4867,1,Pato
4868,3,Peru
4869,1,Pato
4870,5,Marreco
4871,5,Marreco
4872,4,Ganso
4873,1,Pato
4874,4,Ganso
4875,2,Frango
4876,3,Peru
4877,1,Pato
4878,5,Marreco
4879,5,Marreco
4880,1,Pato
4881,5,Marreco
4882,2,Frango
4883,4,Ganso
4884,5,Marreco
4885,4,Ganso
4886,2,Frango
4887,4,Ganso
4888,3,Peru
4889,4,Ganso
4890,1,Pato
4891,5,Marreco
4892,5,Marreco
4893,1,Pato
4894,5,Marreco
4895,4,Ganso
4896,1,Pato
4897,3,Peru
4898,4,Ganso
4899,1,Pato
4900,2,Frango
4901,2,Frango
4902,1,Pato
4903,5,Marreco
4904,5,Marreco
4905,5,Marreco
4906,2,Frango
4907,4,Ganso
4908,2,Frango
4909,5,Marreco
4910,4,Ganso
4911,2,Frango
4912,2,Frango
4913,5,Marreco
4914,3,Peru
4915,5,Marreco
4916,2,Frango
4917,2,Frango
4918,5,Marreco
4919,1,Pato
4920,5,Marreco
4921,5,Marreco
4922,1,Pato
4923,4,Ganso
4924,4,Ganso
4925,1,Pato
4926,2,Frango
4927,3,Peru
4928,5,Marreco
4929,2,Frango
4930,1,Pato
4931,2,Frango
4932,5,Marreco
4933,4,Ganso
4934,3,Peru
4935,5,Marreco
4936,1,Pato
4937,1,Pato
4938,4,Ganso
4939,4,Ganso
4940,4,Ganso
4941,2,Frango
4942,3,Peru
4943,1,Pato
4944,4,Ganso
4945,3,Peru
4946,5,Marreco
4947,2,Frango
4948,4,Ganso
4949,4,Ganso
4950,3,Peru
4951,5,Marreco
4952,1,Pato
4953,4,Ganso
4954,2,Frango
4955,4,Ganso
4956,2,Frango
4957,1,Pato
4958,2,Frango
4959,3,Peru
4960,4,Ganso
4961,4,Ganso
4962,3,Peru
4963,2,Frango
4964,4,Ganso
4965,2,Frango
4966,2,Frango
4967,5,Marreco
4968,2,Frango
4969,3,Peru
4970,4,Ganso
4971,4,Ganso
4972,2,Frango
4973,3,Peru
4974,4,Ganso
4975,5,Marreco
4976,5,Marreco
4977,4,Ganso
4978,4,Ganso
4979,4,Ganso
4980,2,Frango
4981,4,Ganso
4982,3,Peru
4983,5,Marreco
4984,2,Frango
4985,2,Frango
4986,2,Frango
4987,2,Frango
4988,5,Marreco
4989,1,Pato
4990,4,Ganso
4991,1,Pato
4992,1,Pato
4993,3,Peru
4994,1,Pato
4995,5,Marreco
4996,5,Marreco
4997,2,Frango
4998,2,Frango
4999,4,Ganso
5000,2,Frango
5001,1,Pato
5002,5,Marreco
5003,3,Peru
5004,1,Pato
5005,3,Peru
5006,1,Pato
5007,3,Peru
5008,2,Frango
5009,5,Marreco
5010,1,Pato
5011,5,Marreco
5012,1,Pato
5013,1,Pato
5014,1,Pato
5015,4,Ganso
5016,1,Pato
5017,4,Ganso
5018,3,Peru
5019,1,Pato
5020,4,Ganso
5021,3,Peru
5022,1,Pato
5023,2,Frango
5024,4,Ganso
5025,2,Frango
5026,1,Pato
5027,3,Peru
5028,3,Peru
5029,1,Pato
5030,4,Ganso
5031,5,Marreco
5032,4,Ganso
5033,2,Frango
5034,4,Ganso
5035,4,Ganso
5036,4,Ganso
5037,1,Pato
5038,4,Ganso
5039,4,Ganso
5040,4,Ganso
5041,4,Ganso
5042,2,Frango
5043,4,Ganso
5044,3,Peru
5045,4,Ganso
5046,5,Marreco
5047,3,Peru
5048,2,Frango
5049,2,Frango
5050,4,Ganso
5051,1,Pato
5052,2,Frango
5053,2,Frango
5054,2,Frango
5055,5,Marreco
5056,1,Pato
5057,3,Peru
5058,2,Frango
5059,2,Frango
5060,1,Pato
5061,1,Pato
5062,4,Ganso
5063,3,Peru
5064,1,Pato
5065,4,Ganso
5066,4,Ganso
5067,1,Pato
5068,5,Marreco
5069,4,Ganso
5070,2,Frango
5071,4,Ganso
5072,5,Marreco
5073,4,Ganso
5074,2,Frango
5075,1,Pato
5076,1,Pato
5077,4,Ganso
5078,5,Marreco
5079,2,Frango
5080,3,Peru
5081,1,Pato
5082,3,Peru
5083,3,Peru
5084,5,Marreco
5085,3,Peru
5086,4,Ganso
5087,3,Peru
5088,2,Frango
5089,5,Marreco
5090,1,Pato
5091,1,Pato
5092,2,Frango
5093,3,Peru
5094,5,Marreco
5095,4,Ganso
5096,3,Peru
5097,5,Marreco
5098,1,Pato
5099,2,Frango
5100,5,Marreco
5101,5,Marreco
5102,5,Marreco
5103,3,Peru
5104,1,Pato
5105,4,Ganso
5106,4,Ganso
5107,1,Pato
5108,1,Pato
5109,3,Peru
5110,3,Peru
5111,4,Ganso
5112,3,Peru
5113,1,Pato
5114,4,Ganso
5115,3,Peru
5116,5,Marreco
5117,2,Frango
5118,3,Peru
5119,1,Pato
5120,4,Ganso
5121,3,Peru
5122,3,Peru
5123,2,Frango
5124,1,Pato
5125,4,Ganso
5126,5,Marreco
5127,1,Pato
5128,3,Peru
5129,1,Pato
5130,4,Ganso
5131,4,Ganso
5132,3,Peru
5133,5,Marreco
5134,3,Peru
5135,2,Frango
5136,5,Marreco
5137,1,Pato
5138,5,Marreco
5139,5,Marreco
5140,4,Ganso
5141,4,Ganso
5142,2,Frango
5143,2,Frango
5144,3,Peru
5145,1,Pato
5146,5,Marreco
5147,2,Frango
5148,1,Pato
5149,5,Marreco
5150,3,Peru
5151,5,Marreco
5152,4,Ganso
5153,4,Ganso
5154,1,Pato
5155,5,Marreco
5156,3,Peru
5157,1,Pato
5158,5,Marreco
5159,5,Marreco
5160,3,Peru
5161,1,Pato
5162,2,Frango
5163,4,Ganso
5164,2,Frango
5165,1,Pato
5166,1,Pato
5167,2,Frango
5168,5,Marreco
5169,1,Pato
5170,1,Pato
5171,2,Frango
5172,3,Peru
5173,2,Frango
5174,2,Frango
5175,1,Pato
5176,1,Pato
5177,2,Frango
5178,4,Ganso
5179,3,Peru
5180,3,Peru
5181,5,Marreco
5182,1,Pato
5183,4,Ganso
5184,4,Ganso
5185,4,Ganso
5186,3,Peru
5187,2,Frango
5188,4,Ganso
5189,1,Pato
5190,1,Pato
5191,5,Marreco
5192,4,Ganso
5193,3,Peru
5194,1,Pato
5195,3,Peru
5196,3,Peru
5197,4,Ganso
5198,2,Frango
5199,5,Marreco
5200,2,Frango
5201,2,Frango
5202,3,Peru
5203,4,Ganso
5204,5,Marreco
5205,5,Marreco
5206,2,Frango
5207,2,Frango
5208,5,Marreco
5209,5,Marreco
5210,2,Frango
5211,1,Pato
5212,2,Frango
5213,3,Peru
5214,2,Frango
5215,5,Marreco
5216,3,Peru
5217,1,Pato
5218,2,Frango
5219,4,Ganso
5220,4,Ganso
5221,1,Pato
5222,5,Marreco
5223,5,Marreco
5224,3,Peru
5225,5,Marreco
5226,3,Peru
5227,3,Peru
5228,1,Pato
5229,3,Peru
5230,3,Peru
5231,3,Peru
5232,2,Frango
5233,2,Frango
5234,5,Marreco
5235,1,Pato
5236,2,Frango
5237,5,Marreco
5238,3,Peru
5239,1,Pato
5240,5,Marreco
5241,1,Pato
5242,2,Frango
5243,2,Frango
5244,2,Frango
5245,5,Marreco
5246,5,Marreco
5247,4,Ganso
5248,1,Pato
5249,4,Ganso
5250,5,Marreco
5251,1,Pato
5252,4,Ganso
5253,1,Pato
5254,5,Marreco
5255,1,Pato
5256,2,Frango
5257,5,Marreco
5258,2,Frango
5259,2,Frango
5260,1,Pato
5261,4,Ganso
5262,3,Peru
5263,1,Pato
5264,2,Frango
5265,5,Marreco
5266,5,Marreco
5267,5,Marreco
5268,2,Frango
5269,5,Marreco
5270,3,Peru
5271,2,Frango
5272,1,Pato
5273,4,Ganso
5274,1,Pato
5275,1,Pato
5276,3,Peru
5277,4,Ganso
5278,1,Pato
5279,4,Ganso
5280,4,Ganso
5281,4,Ganso
5282,2,Frango
5283,2,Frango
5284,1,Pato
5285,4,Ganso
5286,1,Pato
5287,1,Pato
5288,5,Marreco
5289,2,Frango
5290,3,Peru
5291,3,Peru
5292,3,Peru
5293,4,Ganso
5294,3,Peru
5295,2,Frango
5296,4,Ganso
5297,2,Frango
5298,3,Peru
5299,4,Ganso
5300,5,Marreco
5301,1,Pato
5302,1,Pato
5303,3,Peru
5304,4,Ganso
5305,3,Peru
5306,1,Pato
5307,5,Marreco
5308,3,Peru
5309,2,Frango
5310,3,Peru
5311,2,Frango
5312,2,Frango
5313,2,Frango
5314,3,Peru
5315,3,Peru
5316,3,Peru
5317,1,Pato
5318,1,Pato
5319,1,Pato
5320,2,Frango
5321,1,Pato
5322,4,Ganso
5323,5,Marreco
5324,3,Peru
5325,4,Ganso
5326,1,Pato
5327,5,Marreco
5328,1,Pato
5329,3,Peru
5330,2,Frango
5331,1,Pato
5332,4,Ganso
5333,1,Pato
5334,1,Pato
5335,4,Ganso
5336,4,Ganso
5337,4,Ganso
5338,4,Ganso
5339,1,Pato
5340,2,Frango
5341,2,Frango
5342,5,Marreco
5343,4,Ganso
5344,2,Frango
5345,4,Ganso
5346,4,Ganso
5347,1,Pato
5348,5,Marreco
5349,2,Frango
5350,5,Marreco
5351,5,Marreco
5352,1,Pato
5353,2,Frango
5354,1,Pato
5355,4,Ganso
5356,1,Pato
5357,3,Peru
5358,4,Ganso
5359,5,Marreco
5360,4,Ganso
5361,2,Frango
5362,5,Marreco
5363,5,Marreco
5364,3,Peru
5365,3,Peru
5366,3,Peru
5367,5,Marreco
5368,2,Frango
5369,4,Ganso
5370,2,Frango
5371,4,Ganso
5372,2,Frango
5373,4,Ganso
5374,3,Peru
5375,1,Pato
5376,3,Peru
5377,4,Ganso
5378,4,Ganso
5379,5,Marreco
5380,4,Ganso
5381,1,Pato
5382,5,Marreco
5383,2,Frango
5384,4,Ganso
5385,2,Frango
5386,1,Pato
5387,1,Pato
5388,4,Ganso
5389,5,Marreco
5390,2,Frango
5391,1,Pato
5392,5,Marreco
5393,2,Frango
5394,4,Ganso
5395,1,Pato
5396,5,Marreco
5397,4,Ganso
5398,3,Peru
5399,5,Marreco
5400,2,Frango
5401,2,Frango
5402,1,Pato
5403,2,Frango
5404,1,Pato
5405,5,Marreco
5406,4,Ganso
5407,5,Marreco
5408,3,Peru
5409,3,Peru
5410,3,Peru
5411,3,Peru
5412,4,Ganso
5413,1,Pato
5414,5,Marreco
5415,2,Frango
5416,3,Peru
5417,3,Peru
5418,3,Peru
5419,5,Marreco
5420,1,Pato
5421,2,Frango
5422,4,Ganso
5423,4,Ganso
5424,5,Marreco
5425,3,Peru
5426,3,Peru
5427,5,Marreco
5428,1,Pato
5429,4,Ganso
5430,2,Frango
5431,3,Peru
5432,5,Marreco
5433,1,Pato
5434,3,Peru
5435,2,Frango
5436,1,Pato
5437,3,Peru
5438,2,Frango
5439,2,Frango
5440,1,Pato
5441,5,Marreco
5442,4,Ganso
5443,4,Ganso
5444,5,Marreco
5445,1,Pato
5446,4,Ganso
5447,3,Peru
5448,4,Ganso
5449,5,Marreco
5450,3,Peru
5451,2,Frango
5452,3,Peru
5453,4,Ganso
5454,1,Pato
5455,2,Frango
5456,5,Marreco
5457,5,Marreco
5458,1,Pato
5459,1,Pato
5460,3,Peru
5461,5,Marreco
5462,5,Marreco
5463,1,Pato
5464,4,Ganso
5465,1,Pato
5466,3,Peru
5467,1,Pato
5468,3,Peru
5469,5,Marreco
5470,2,Frango
5471,5,Marreco
5472,3,Peru
5473,1,Pato
5474,1,Pato
5475,3,Peru
5476,4,Ganso
5477,1,Pato
5478,5,Marreco
5479,5,Marreco
5480,2,Frango
5481,2,Frango
5482,4,Ganso
5483,4,Ganso
5484,5,Marreco
5485,1,Pato
5486,1,Pato
5487,3,Peru
5488,1,Pato
5489,5,Marreco
5490,1,Pato
5491,5,Marreco
5492,1,Pato
5493,2,Frango
5494,1,Pato
5495,2,Frango
5496,5,Marreco
5497,4,Ganso
5498,4,Ganso
5499,3,Peru
5500,3,Peru
5501,5,Marreco
5502,2,Frango
5503,3,Peru
5504,2,Frango
5505,1,Pato
5506,5,Marreco
5507,4,Ganso
5508,3,Peru
5509,4,Ganso
5510,1,Pato
5511,5,Marreco
5512,2,Frango
5513,2,Frango
5514,2,Frango
5515,1,Pato
5516,3,Peru
5517,5,Marreco
5518,4,Ganso
5519,5,Marreco
5520,1,Pato
5521,5,Marreco
5522,5,Marreco
5523,1,Pato
5524,4,Ganso
5525,3,Peru
5526,5,Marreco
5527,1,Pato
5528,5,Marreco
5529,5,Marreco
5530,2,Frango
5531,2,Frango
5532,4,Ganso
5533,3,Peru
5534,1,Pato
5535,4,Ganso
5536,3,Peru
5537,4,Ganso
5538,5,Marreco
5539,2,Frango
5540,3,Peru
5541,1,Pato
5542,3,Peru
5543,1,Pato
5544,5,Marreco
5545,5,Marreco
5546,5,Marreco
5547,5,Marreco
5548,5,Marreco
5549,1,Pato
5550,3,Peru
5551,4,Ganso
5552,5,Marreco
5553,5,Marreco
5554,3,Peru
5555,4,Ganso
5556,4,Ganso
5557,3,Peru
5558,5,Marreco
5559,3,Peru
5560,1,Pato
5561,5,Marreco
5562,5,Marreco
5563,4,Ganso
5564,5,Marreco
5565,4,Ganso
5566,2,Frango
5567,3,Peru
5568,1,Pato
5569,2,Frango
5570,4,Ganso
5571,3,Peru
5572,2,Frango
5573,4,Ganso
5574,1,Pato
5575,1,Pato
5576,2,Frango
5577,5,Marreco
5578,4,Ganso
5579,5,Marreco
5580,2,Frango
5581,1,Pato
5582,1,Pato
5583,2,Frango
5584,2,Frango
5585,2,Frango
5586,3,Peru
5587,3,Peru
5588,3,Peru
5589,1,Pato
5590,2,Frango
5591,4,Ganso
5592,4,Ganso
5593,2,Frango
5594,3,Peru
5595,1,Pato
5596,2,Frango
5597,3,Peru
5598,4,Ganso
5599,1,Pato
5600,4,Ganso
5601,5,Marreco
5602,3,Peru
5603,4,Ganso
5604,2,Frango
5605,5,Marreco
5606,1,Pato
5607,5,Marreco
5608,4,Ganso
5609,1,Pato
5610,3,Peru
5611,3,Peru
5612,5,Marreco
5613,2,Frango
5614,5,Marreco
5615,1,Pato
5616,1,Pato
5617,3,Peru
5618,2,Frango
5619,4,Ganso
5620,5,Marreco
5621,4,Ganso
5622,2,Frango
5623,3,Peru
5624,4,Ganso
5625,2,Frango
5626,3,Peru
5627,2,Frango
5628,4,Ganso
5629,4,Ganso
5630,3,Peru
5631,2,Frango
5632,4,Ganso
5633,5,Marreco
5634,3,Peru
5635,2,Frango
5636,2,Frango
5637,5,Marreco
5638,2,Frango
5639,5,Marreco
5640,2,Frango
5641,4,Ganso
5642,4,Ganso
5643,1,Pato
5644,1,Pato
5645,4,Ganso
5646,2,Frango
5647,3,Peru
5648,2,Frango
5649,3,Peru
5650,1,Pato
5651,2,Frango
5652,2,Frango
5653,1,Pato
5654,3,Peru
5655,4,Ganso
5656,1,Pato
5657,2,Frango
5658,1,Pato
5659,3,Peru
5660,1,Pato
5661,5,Marreco
5662,4,Ganso
5663,5,Marreco
5664,4,Ganso
5665,3,Peru
5666,5,Marreco
5667,3,Peru
5668,1,Pato
5669,5,Marreco
5670,5,Marreco
5671,4,Ganso
5672,2,Frango
5673,1,Pato
5674,1,Pato
5675,1,Pato
5676,4,Ganso
5677,2,Frango
5678,1,Pato
5679,4,Ganso
5680,3,Peru
5681,2,Frango
5682,1,Pato
5683,1,Pato
5684,3,Peru
5685,4,Ganso
5686,4,Ganso
5687,2,Frango
5688,3,Peru
5689,5,Marreco
5690,5,Marreco
5691,5,Marreco
5692,5,Marreco
5693,4,Ganso
5694,4,Ganso
5695,3,Peru
5696,4,Ganso
5697,3,Peru
5698,4,Ganso
5699,5,Marreco
5700,2,Frango
5701,2,Frango
5702,4,Ganso
5703,2,Frango
5704,3,Peru
5705,5,Marreco
5706,5,Marreco
5707,2,Frango
5708,4,Ganso
5709,4,Ganso
5710,1,Pato
5711,5,Marreco
5712,4,Ganso
5713,3,Peru
5714,3,Peru
5715,3,Peru
5716,4,Ganso
5717,2,Frango
5718,5,Marreco
5719,3,Peru
5720,2,Frango
5721,2,Frango
5722,5,Marreco
5723,3,Peru
5724,5,Marreco
5725,4,Ganso
5726,2,Frango
5727,4,Ganso
5728,4,Ganso
5729,3,Peru
5730,4,Ganso
5731,2,Frango
5732,1,Pato
5733,5,Marreco
5734,3,Peru
5735,1,Pato
5736,2,Frango
5737,5,Marreco
5738,1,Pato
5739,4,Ganso
5740,4,Ganso
5741,5,Marreco
5742,3,Peru
5743,2,Frango
5744,5,Marreco
5745,3,Peru
5746,4,Ganso
5747,4,Ganso
5748,4,Ganso
5749,1,Pato
5750,1,Pato
5751,2,Frango
5752,5,Marreco
5753,2,Frango
5754,2,Frango
5755,1,Pato
5756,3,Peru
5757,4,Ganso
5758,5,Marreco
5759,5,Marreco
5760,1,Pato
5761,5,Marreco
5762,3,Peru
5763,2,Frango
5764,4,Ganso
5765,3,Peru
5766,2,Frango
5767,5,Marreco
5768,3,Peru
5769,5,Marreco
5770,1,Pato
5771,4,Ganso
5772,2,Frango
5773,5,Marreco
5774,4,Ganso
5775,2,Frango
5776,1,Pato
5777,2,Frango
5778,4,Ganso
5779,4,Ganso
5780,2,Frango
5781,1,Pato
5782,4,Ganso
5783,5,Marreco
5784,1,Pato
5785,3,Peru
5786,5,Marreco
5787,1,Pato
5788,3,Peru
5789,4,Ganso
5790,3,Peru
5791,4,Ganso
5792,1,Pato
5793,1,Pato
5794,2,Frango
5795,4,Ganso
5796,2,Frango
5797,2,Frango
5798,2,Frango
5799,4,Ganso
5800,2,Frango
5801,1,Pato
5802,2,Frango
5803,2,Frango
5804,1,Pato
5805,2,Frango
5806,1,Pato
5807,3,Peru
5808,1,Pato
5809,2,Frango
5810,2,Frango
5811,5,Marreco
5812,3,Peru
5813,5,Marreco
5814,4,Ganso
5815,5,Marreco
5816,3,Peru
5817,1,Pato
5818,2,Frango
5819,1,Pato
5820,4,Ganso
5821,1,Pato
5822,3,Peru
5823,4,Ganso
5824,5,Marreco
5825,1,Pato
5826,2,Frango
5827,3,Peru
5828,4,Ganso
5829,4,Ganso
5830,4,Ganso
5831,5,Marreco
5832,5,Marreco
5833,4,Ganso
5834,5,Marreco
5835,1,Pato
5836,3,Peru
5837,5,Marreco
5838,3,Peru
5839,4,Ganso
5840,3,Peru
5841,1,Pato
5842,4,Ganso
5843,5,Marreco
5844,4,Ganso
5845,2,Frango
5846,2,Frango
5847,1,Pato
5848,5,Marreco
5849,5,Marreco
5850,3,Peru
5851,3,Peru
5852,1,Pato
5853,3,Peru
5854,3,Peru
5855,3,Peru
5856,3,Peru
5857,5,Marreco
5858,4,Ganso
5859,1,Pato
5860,2,Frango
5861,4,Ganso
5862,3,Peru
5863,2,Frango
5864,5,Marreco
5865,1,Pato
5866,1,Pato
5867,2,Frango
5868,4,Ganso
5869,5,Marreco
5870,5,Marreco
5871,1,Pato
5872,5,Marreco
5873,1,Pato
5874,2,Frango
5875,2,Frango
5876,4,Ganso
5877,1,Pato
5878,4,Ganso
5879,1,Pato
5880,1,Pato
5881,5,Marreco
5882,3,Peru
5883,3,Peru
5884,1,Pato
5885,1,Pato
5886,4,Ganso
5887,5,Marreco
5888,5,Marreco
5889,5,Marreco
5890,5,Marreco
5891,4,Ganso
5892,3,Peru
5893,5,Marreco
5894,3,Peru
5895,1,Pato
5896,4,Ganso
5897,2,Frango
5898,3,Peru
5899,2,Frango
5900,3,Peru
5901,5,Marreco
5902,1,Pato
5903,3,Peru
5904,2,Frango
5905,1,Pato
5906,3,Peru
5907,2,Frango
5908,1,Pato
5909,5,Marreco
5910,3,Peru
5911,1,Pato
5912,1,Pato
5913,5,Marreco
5914,4,Ganso
5915,1,Pato
5916,3,Peru
5917,3,Peru
5918,4,Ganso
5919,1,Pato
5920,5,Marreco
5921,4,Ganso
5922,3,Peru
5923,5,Marreco
5924,1,Pato
5925,5,Marreco
5926,4,Ganso
5927,3,Peru
5928,3,Peru
5929,5,Marreco
5930,3,Peru
5931,4,Ganso
5932,1,Pato
5933,1,Pato
5934,4,Ganso
5935,3,Peru
5936,1,Pato
5937,4,Ganso
5938,1,Pato
5939,4,Ganso
5940,1,Pato
5941,4,Ganso
5942,5,Marreco
5943,4,Ganso
5944,5,Marreco
5945,3,Peru
5946,5,Marreco
5947,1,Pato
5948,1,Pato
5949,1,Pato
5950,2,Frango
5951,3,Peru
5952,5,Marreco
5953,2,Frango
5954,1,Pato
5955,3,Peru
5956,2,Frango
5957,5,Marreco
5958,4,Ganso
5959,1,Pato
5960,3,Peru
5961,5,Marreco
5962,1,Pato
5963,1,Pato
5964,2,Frango
5965,4,Ganso
5966,3,Peru
5967,2,Frango
5968,2,Frango
5969,3,Peru
5970,4,Ganso
5971,3,Peru
5972,2,Frango
5973,3,Peru
5974,3,Peru
5975,2,Frango
5976,5,Marreco
5977,2,Frango
5978,2,Frango
5979,2,Frango
5980,2,Frango
5981,1,Pato
5982,1,Pato
5983,1,Pato
5984,3,Peru
5985,1,Pato
5986,5,Marreco
5987,2,Frango
5988,2,Frango
5989,2,Frango
5990,5,Marreco
5991,5,Marreco
5992,4,Ganso
5993,3,Peru
5994,5,Marreco
5995,5,Marreco
5996,1,Pato
5997,4,Ganso
5998,5,Marreco
5999,3,Peru
6000,2,Frango
6001,4,Ganso
6002,3,Peru
6003,1,Pato
6004,3,Peru
6005,5,Marreco
6006,2,Frango
6007,2,Frango
6008,2,Frango
6009,4,Ganso
6010,4,Ganso
6011,4,Ganso
6012,5,Marreco
6013,4,Ganso
6014,1,Pato
6015,2,Frango
6016,1,Pato
6017,2,Frango
6018,2,Frango
6019,2,Frango
6020,4,Ganso
6021,3,Peru
6022,1,Pato
6023,5,Marreco
6024,2,Frango
6025,3,Peru
6026,2,Frango
6027,1,Pato
6028,3,Peru
6029,1,Pato
6030,5,Marreco
6031,2,Frango
6032,1,Pato
6033,5,Marreco
6034,1,Pato
6035,4,Ganso
6036,2,Frango
6037,3,Peru
6038,4,Ganso
6039,2,Frango
6040,3,Peru
6041,3,Peru
6042,1,Pato
6043,2,Frango
6044,4,Ganso
6045,5,Marreco
6046,1,Pato
6047,1,Pato
6048,3,Peru
6049,3,Peru
6050,2,Frango
6051,1,Pato
6052,1,Pato
6053,2,Frango
6054,5,Marreco
6055,2,Frango
6056,3,Peru
6057,5,Marreco
6058,5,Marreco
6059,5,Marreco
6060,5,Marreco
6061,5,Marreco
6062,5,Marreco
